year,month,day,dayofweek,true_prop,mostly_true_prop,half_true_prop,mostly_false_prop,false_prop,pants_on_fire_prop,total_counts,statement_len_words,statement_len_chars,speaker_description_len_words,speaker_description_len_chars,justification_len_words,justification_len_chars
2018.0,5.0,16.0,2.0,0.0,0.0,0.0,0.5,0.0,0.5,2.0,17.0,92.0,17.0,97.0,104.0,640.0
2010.0,12.0,1.0,2.0,0.0,0.2,0.3,0.2,0.3,0.0,10.0,17.0,84.0,12.0,63.0,113.0,612.0
2010.0,10.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16.0,102.0,23.0,162.0,60.0,343.0
2013.0,6.0,26.0,2.0,0.3,0.4,0.1,0.1,0.1,0.0,10.0,12.0,82.0,40.0,259.0,104.0,643.0
2016.0,3.0,31.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,16.0,90.0,22.0,141.0,90.0,526.0
2016.0,8.0,12.0,4.0,0.12352941,0.22352941,0.20588236,0.24117647,0.1764706,0.029411765,170.0,15.0,98.0,90.0,467.0,69.0,386.0
2021.0,10.0,20.0,2.0,0.0124223605,0.024844721,0.03726708,0.07453416,0.6086956,0.24223602,161.0,7.0,32.0,15.0,104.0,73.0,407.0
2011.0,4.0,13.0,2.0,0.42857143,0.21428572,0.17857143,0.035714287,0.14285715,0.0,28.0,13.0,68.0,82.0,456.0,64.0,356.0
2021.0,10.0,11.0,0.0,0.010928961,0.024590164,0.032786883,0.07240437,0.318306,0.5409836,732.0,8.0,59.0,5.0,28.0,96.0,568.0
2011.0,8.0,11.0,3.0,0.0,0.0,0.5,0.0,0.5,0.0,2.0,35.0,180.0,18.0,95.0,108.0,584.0
2007.0,9.0,5.0,2.0,0.1509434,0.13207547,0.18867925,0.16981132,0.2264151,0.13207547,53.0,33.0,210.0,81.0,459.0,66.0,367.0
2017.0,4.0,26.0,2.0,0.036960986,0.08726899,0.123203285,0.19917865,0.36960986,0.18377824,974.0,10.0,54.0,66.0,367.0,70.0,396.0
2016.0,8.0,31.0,2.0,0.036960986,0.08726899,0.123203285,0.19917865,0.36960986,0.18377824,974.0,28.0,167.0,66.0,367.0,97.0,572.0
2011.0,10.0,31.0,0.0,0.0,0.0,0.6666667,0.0,0.33333334,0.0,3.0,21.0,125.0,43.0,257.0,62.0,356.0
2010.0,3.0,31.0,2.0,0.12790698,0.18604651,0.27906978,0.26744187,0.08139535,0.058139537,86.0,27.0,162.0,61.0,355.0,107.0,621.0
2010.0,11.0,30.0,1.0,0.25,0.1875,0.125,0.125,0.3125,0.0,16.0,20.0,125.0,24.0,149.0,168.0,928.0
2020.0,3.0,7.0,5.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,18.0,121.0,8.0,51.0,119.0,787.0
2016.0,5.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,21.0,111.0,19.0,109.0,50.0,302.0
2022.0,10.0,12.0,2.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,8.0,37.0,8.0,51.0,94.0,539.0
2019.0,7.0,6.0,5.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,21.0,119.0,8.0,51.0,103.0,649.0
2015.0,6.0,15.0,0.0,0.0,0.25,0.25,0.5,0.0,0.0,4.0,15.0,84.0,28.0,177.0,90.0,490.0
2009.0,11.0,17.0,1.0,0.21538462,0.092307694,0.13846155,0.13846155,0.32307693,0.092307694,65.0,11.0,64.0,49.0,295.0,86.0,489.0
2016.0,3.0,21.0,0.0,0.125,0.3125,0.16666667,0.14583333,0.1875,0.0625,48.0,19.0,111.0,47.0,302.0,82.0,501.0
2017.0,7.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,44.0,49.0,321.0,93.0,577.0
2011.0,6.0,2.0,3.0,0.0,0.375,0.125,0.25,0.25,0.0,8.0,13.0,70.0,4.0,26.0,64.0,402.0
2023.0,6.0,4.0,6.0,0.004862237,0.004862237,0.024311183,0.08265802,0.65640193,0.22690438,617.0,16.0,99.0,13.0,85.0,45.0,276.0
2021.0,6.0,10.0,3.0,0.004862237,0.004862237,0.024311183,0.08265802,0.65640193,0.22690438,617.0,22.0,109.0,13.0,85.0,118.0,686.0
2022.0,5.0,8.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,18.0,87.0,16.0,109.0,82.0,495.0
2014.0,4.0,24.0,3.0,0.0,0.5,0.0,0.0,0.5,0.0,2.0,24.0,150.0,39.0,228.0,156.0,871.0
2019.0,9.0,30.0,0.0,0.036960986,0.08726899,0.123203285,0.19917865,0.36960986,0.18377824,974.0,13.0,100.0,66.0,367.0,114.0,711.0
2010.0,3.0,10.0,2.0,0.032967035,0.027472528,0.04945055,0.06043956,0.24175824,0.5879121,182.0,26.0,145.0,14.0,95.0,109.0,669.0
2021.0,11.0,14.0,6.0,0.0,0.0,0.0,0.0,0.5,0.5,6.0,6.0,34.0,32.0,180.0,69.0,412.0
2020.0,8.0,28.0,4.0,0.0,0.0,0.06451613,0.0,0.61290324,0.32258064,31.0,18.0,92.0,4.0,26.0,78.0,479.0
2020.0,2.0,5.0,2.0,0.0,0.25,0.25,0.5,0.0,0.0,4.0,14.0,87.0,11.0,58.0,192.0,1217.0
2015.0,8.0,7.0,4.0,0.3030303,0.15151516,0.09090909,0.21212122,0.21212122,0.030303031,33.0,14.0,76.0,11.0,73.0,104.0,570.0
2015.0,9.0,2.0,2.0,0.14285715,0.2857143,0.14285715,0.21428572,0.21428572,0.0,14.0,13.0,80.0,23.0,139.0,76.0,432.0
2023.0,2.0,13.0,0.0,0.0,0.083333336,0.0,0.16666667,0.5,0.25,12.0,8.0,61.0,1.0,4.0,78.0,469.0
2023.0,6.0,14.0,2.0,0.0034873583,0.0113339145,0.030514386,0.0462075,0.61987793,0.2885789,1147.0,21.0,128.0,80.0,489.0,103.0,632.0
2009.0,7.0,7.0,1.0,0.1,0.125,0.3,0.225,0.2,0.05,40.0,28.0,188.0,12.0,77.0,61.0,334.0
2023.0,4.0,3.0,0.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,4.0,21.0,8.0,51.0,62.0,386.0
2014.0,11.0,3.0,0.0,0.07692308,0.30769232,0.23076923,0.07692308,0.30769232,0.0,13.0,13.0,71.0,41.0,223.0,64.0,381.0
2017.0,5.0,11.0,3.0,0.032967035,0.027472528,0.04945055,0.06043956,0.24175824,0.5879121,182.0,21.0,117.0,14.0,95.0,176.0,991.0
2016.0,7.0,18.0,0.0,0.04347826,0.08695652,0.26086956,0.4347826,0.17391305,0.0,23.0,26.0,180.0,16.0,101.0,77.0,474.0
2022.0,7.0,14.0,3.0,0.0952381,0.21428572,0.17857143,0.33333334,0.13095239,0.04761905,84.0,15.0,110.0,29.0,182.0,102.0,622.0
2016.0,4.0,14.0,3.0,0.12,0.35428572,0.2742857,0.14857143,0.10285714,0.0,175.0,12.0,62.0,99.0,594.0,78.0,448.0
2020.0,3.0,2.0,0.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,27.0,166.0,8.0,51.0,92.0,535.0
2011.0,3.0,29.0,1.0,0.0,0.33333334,0.0,0.33333334,0.16666667,0.16666667,6.0,18.0,120.0,36.0,203.0,79.0,472.0
2012.0,2.0,15.0,2.0,0.25,0.5,0.25,0.0,0.0,0.0,8.0,17.0,100.0,17.0,93.0,59.0,384.0
2009.0,10.0,23.0,4.0,0.09090909,0.22727273,0.13636364,0.22727273,0.27272728,0.045454547,22.0,23.0,139.0,24.0,142.0,102.0,591.0
2023.0,6.0,14.0,2.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,13.0,85.0,8.0,51.0,77.0,435.0
2023.0,6.0,14.0,2.0,0.09328358,0.23880596,0.24253732,0.19402985,0.20522387,0.026119404,268.0,17.0,86.0,98.0,578.0,95.0,622.0
2020.0,6.0,10.0,2.0,0.0034873583,0.0113339145,0.030514386,0.0462075,0.61987793,0.2885789,1147.0,15.0,88.0,80.0,489.0,38.0,210.0
2020.0,7.0,24.0,4.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,36.0,187.0,8.0,51.0,60.0,358.0
2014.0,6.0,28.0,5.0,0.0,0.0,0.33333334,0.0,0.33333334,0.33333334,3.0,10.0,56.0,14.0,91.0,112.0,666.0
2012.0,10.0,4.0,3.0,0.0,0.18181819,0.18181819,0.27272728,0.27272728,0.09090909,11.0,20.0,129.0,43.0,274.0,58.0,366.0
2014.0,8.0,9.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,69.0,27.0,155.0,115.0,699.0
2018.0,3.0,4.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13.0,67.0,9.0,48.0,95.0,514.0
2014.0,1.0,22.0,2.0,0.6666667,0.0,0.0,0.33333334,0.0,0.0,3.0,22.0,129.0,11.0,61.0,41.0,250.0
2018.0,12.0,22.0,5.0,0.010928961,0.024590164,0.032786883,0.07240437,0.318306,0.5409836,732.0,13.0,74.0,5.0,28.0,151.0,843.0
2021.0,1.0,5.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,2.0,22.0,117.0,23.0,122.0,89.0,576.0
2012.0,9.0,27.0,3.0,0.0625,0.0625,0.1875,0.125,0.1875,0.375,16.0,21.0,111.0,8.0,50.0,40.0,221.0
2016.0,3.0,27.0,6.0,0.036960986,0.08726899,0.123203285,0.19917865,0.36960986,0.18377824,974.0,3.0,18.0,66.0,367.0,40.0,229.0
2020.0,8.0,16.0,6.0,0.036960986,0.08726899,0.123203285,0.19917865,0.36960986,0.18377824,974.0,25.0,153.0,66.0,367.0,36.0,233.0
2010.0,12.0,8.0,2.0,0.6666667,0.0,0.0,0.33333334,0.0,0.0,3.0,27.0,166.0,14.0,84.0,70.0,381.0
2016.0,10.0,25.0,1.0,0.084337346,0.13253012,0.25301206,0.20481928,0.18072289,0.14457831,83.0,11.0,59.0,34.0,210.0,81.0,455.0
2017.0,3.0,1.0,2.0,0.010928961,0.024590164,0.032786883,0.07240437,0.318306,0.5409836,732.0,9.0,49.0,5.0,28.0,96.0,541.0
2013.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,36.0,4.0,28.0,110.0,620.0
2014.0,8.0,7.0,3.0,0.05,0.15,0.15,0.3,0.25,0.1,40.0,26.0,152.0,9.0,65.0,114.0,672.0
2023.0,2.0,26.0,6.0,0.004862237,0.004862237,0.024311183,0.08265802,0.65640193,0.22690438,617.0,20.0,107.0,13.0,85.0,63.0,406.0
2018.0,5.0,16.0,2.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,26.0,151.0,8.0,51.0,81.0,490.0
2018.0,10.0,22.0,0.0,0.010928961,0.024590164,0.032786883,0.07240437,0.318306,0.5409836,732.0,13.0,74.0,5.0,28.0,43.0,236.0
2014.0,3.0,2.0,6.0,0.5,0.5,0.0,0.0,0.0,0.0,2.0,12.0,64.0,18.0,131.0,94.0,527.0
2021.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,31.0,164.0,33.0,205.0,101.0,552.0
2017.0,7.0,12.0,2.0,0.0,0.037037037,0.18518518,0.11111111,0.5185185,0.14814815,27.0,20.0,126.0,28.0,171.0,180.0,1158.0
2011.0,5.0,12.0,3.0,0.18181819,0.27272728,0.36363637,0.0,0.09090909,0.09090909,11.0,37.0,230.0,34.0,238.0,89.0,560.0
2017.0,10.0,31.0,1.0,0.25,0.0,0.25,0.0,0.5,0.0,4.0,17.0,118.0,44.0,282.0,120.0,757.0
2022.0,3.0,26.0,5.0,0.16129032,0.16129032,0.09677419,0.16129032,0.19354838,0.22580644,31.0,11.0,65.0,66.0,378.0,74.0,429.0
2022.0,3.0,27.0,6.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,10.0,63.0,8.0,51.0,123.0,744.0
2011.0,2.0,27.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,83.0,20.0,112.0,54.0,336.0
2016.0,4.0,27.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,28.0,171.0,21.0,159.0,119.0,679.0
2010.0,4.0,15.0,3.0,0.15116279,0.13953489,0.25,0.1744186,0.18023255,0.10465116,172.0,31.0,162.0,35.0,191.0,79.0,461.0
2011.0,4.0,4.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,2.0,26.0,112.0,18.0,95.0,112.0,659.0
2017.0,1.0,17.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,19.0,106.0,23.0,159.0,166.0,969.0
2022.0,4.0,18.0,0.0,0.004862237,0.004862237,0.024311183,0.08265802,0.65640193,0.22690438,617.0,8.0,50.0,13.0,85.0,64.0,366.0
2019.0,6.0,10.0,0.0,0.30769232,0.3846154,0.15384616,0.07692308,0.0,0.07692308,13.0,19.0,101.0,18.0,114.0,54.0,292.0
2010.0,9.0,5.0,6.0,0.2857143,0.2857143,0.14285715,0.14285715,0.14285715,0.0,7.0,10.0,72.0,10.0,62.0,78.0,434.0
2012.0,11.0,8.0,3.0,0.08,0.32,0.16,0.2,0.2,0.04,25.0,28.0,137.0,39.0,242.0,97.0,511.0
2013.0,11.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,16.0,104.0,19.0,115.0,82.0,499.0
2012.0,1.0,28.0,5.0,0.084337346,0.13253012,0.25301206,0.20481928,0.18072289,0.14457831,83.0,9.0,53.0,34.0,210.0,79.0,497.0
2008.0,9.0,23.0,1.0,0.20563847,0.27363184,0.27031508,0.11774461,0.11774461,0.014925373,603.0,20.0,126.0,92.0,520.0,91.0,586.0
2014.0,4.0,17.0,3.0,0.0,0.5,0.25,0.25,0.0,0.0,4.0,13.0,89.0,15.0,84.0,128.0,747.0
2010.0,3.0,28.0,6.0,0.16853933,0.2247191,0.23595506,0.2247191,0.123595506,0.02247191,89.0,10.0,57.0,99.0,543.0,98.0,560.0
2014.0,9.0,25.0,3.0,0.0,0.5,0.0,0.5,0.0,0.0,2.0,18.0,100.0,57.0,379.0,109.0,636.0
2015.0,12.0,6.0,6.0,0.12352941,0.22352941,0.20588236,0.24117647,0.1764706,0.029411765,170.0,28.0,169.0,90.0,467.0,93.0,575.0
2022.0,8.0,18.0,3.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,23.0,146.0,8.0,51.0,106.0,614.0
2017.0,7.0,24.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,2.0,12.0,67.0,14.0,91.0,75.0,439.0
2007.0,11.0,26.0,0.0,0.1509434,0.13207547,0.18867925,0.16981132,0.2264151,0.13207547,53.0,19.0,87.0,81.0,459.0,125.0,707.0
2014.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,47.0,37.0,230.0,136.0,800.0
2015.0,9.0,5.0,5.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,34.0,190.0,8.0,51.0,87.0,486.0
2023.0,3.0,19.0,6.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,13.0,74.0,8.0,51.0,94.0,504.0
2013.0,1.0,12.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,106.0,43.0,267.0,36.0,201.0
2020.0,2.0,4.0,1.0,0.16666667,0.33333334,0.5,0.0,0.0,0.0,6.0,11.0,72.0,28.0,170.0,117.0,719.0
2022.0,3.0,22.0,1.0,0.0034873583,0.0113339145,0.030514386,0.0462075,0.61987793,0.2885789,1147.0,9.0,57.0,80.0,489.0,78.0,461.0
2020.0,11.0,3.0,1.0,0.16129032,0.06451613,0.12903225,0.16129032,0.4516129,0.032258064,31.0,17.0,89.0,53.0,316.0,49.0,279.0
2020.0,6.0,20.0,5.0,0.036960986,0.08726899,0.123203285,0.19917865,0.36960986,0.18377824,974.0,19.0,104.0,66.0,367.0,86.0,545.0
2016.0,4.0,7.0,3.0,0.050955415,0.14012739,0.13375796,0.3057325,0.29936305,0.070063695,157.0,9.0,51.0,79.0,454.0,77.0,391.0
2017.0,5.0,25.0,3.0,0.25,0.5,0.125,0.0,0.0,0.125,8.0,31.0,142.0,18.0,92.0,97.0,506.0
2012.0,12.0,31.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,5.0,11.0,60.0,45.0,267.0,48.0,287.0
2022.0,4.0,29.0,4.0,0.0,0.15384616,0.15384616,0.0,0.61538464,0.07692308,13.0,16.0,95.0,16.0,109.0,58.0,365.0
2019.0,1.0,30.0,2.0,0.16666667,0.16666667,0.16666667,0.33333334,0.0,0.16666667,6.0,16.0,86.0,30.0,207.0,90.0,535.0
2020.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,16.0,101.0,38.0,240.0,136.0,853.0
2020.0,1.0,30.0,3.0,0.0034873583,0.0113339145,0.030514386,0.0462075,0.61987793,0.2885789,1147.0,22.0,133.0,80.0,489.0,76.0,464.0
2015.0,6.0,21.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13.0,61.0,19.0,119.0,116.0,726.0
2019.0,9.0,16.0,0.0,0.010928961,0.024590164,0.032786883,0.07240437,0.318306,0.5409836,732.0,10.0,56.0,5.0,28.0,89.0,498.0
2017.0,8.0,15.0,1.0,0.125,0.375,0.33333334,0.16666667,0.0,0.0,24.0,12.0,80.0,23.0,137.0,33.0,194.0
2014.0,10.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,31.0,183.0,14.0,81.0,56.0,334.0
2009.0,6.0,24.0,2.0,0.20563847,0.27363184,0.27031508,0.11774461,0.11774461,0.014925373,603.0,20.0,113.0,92.0,520.0,83.0,471.0
2013.0,10.0,12.0,5.0,0.42857143,0.0,0.0,0.0,0.42857143,0.14285715,7.0,13.0,92.0,22.0,135.0,83.0,510.0
2008.0,9.0,22.0,0.0,0.21538462,0.092307694,0.13846155,0.13846155,0.32307693,0.092307694,65.0,16.0,82.0,49.0,295.0,79.0,478.0
2023.0,6.0,22.0,3.0,0.004862237,0.004862237,0.024311183,0.08265802,0.65640193,0.22690438,617.0,24.0,138.0,13.0,85.0,73.0,422.0
2020.0,10.0,24.0,5.0,0.09328358,0.23880596,0.24253732,0.19402985,0.20522387,0.026119404,268.0,17.0,97.0,98.0,578.0,121.0,697.0
2015.0,2.0,23.0,0.0,0.06666667,0.0,0.26666668,0.33333334,0.33333334,0.0,15.0,15.0,110.0,11.0,83.0,122.0,747.0
2016.0,9.0,22.0,3.0,0.06557377,0.08196721,0.14754099,0.32786885,0.22950819,0.14754099,61.0,18.0,125.0,4.0,43.0,118.0,682.0
2017.0,11.0,19.0,6.0,0.2857143,0.14285715,0.0,0.5714286,0.0,0.0,7.0,9.0,62.0,46.0,288.0,93.0,578.0
2017.0,10.0,19.0,3.0,0.0,0.14285715,0.42857143,0.0,0.42857143,0.0,7.0,26.0,122.0,37.0,200.0,245.0,1508.0
2019.0,5.0,6.0,0.0,0.0034873583,0.0113339145,0.030514386,0.0462075,0.61987793,0.2885789,1147.0,41.0,185.0,80.0,489.0,82.0,410.0
2014.0,12.0,7.0,6.0,0.18518518,0.16049382,0.16049382,0.2345679,0.18518518,0.074074075,81.0,16.0,76.0,48.0,274.0,83.0,480.0
2015.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,52.0,21.0,128.0,60.0,339.0
2008.0,1.0,5.0,5.0,0.1509434,0.13207547,0.18867925,0.16981132,0.2264151,0.13207547,53.0,4.0,25.0,81.0,459.0,119.0,714.0
2022.0,10.0,5.0,2.0,0.004862237,0.004862237,0.024311183,0.08265802,0.65640193,0.22690438,617.0,23.0,158.0,13.0,85.0,159.0,1045.0
2018.0,8.0,31.0,4.0,0.14285715,0.2857143,0.21428572,0.2857143,0.071428575,0.0,14.0,19.0,114.0,19.0,114.0,142.0,881.0
2012.0,10.0,9.0,1.0,0.20563847,0.27363184,0.27031508,0.11774461,0.11774461,0.014925373,603.0,10.0,60.0,92.0,520.0,94.0,524.0
2019.0,12.0,19.0,3.0,0.14285715,0.42857143,0.14285715,0.0,0.14285715,0.14285715,7.0,15.0,84.0,73.0,415.0,77.0,479.0
2021.0,1.0,7.0,3.0,0.09328358,0.23880596,0.24253732,0.19402985,0.20522387,0.026119404,268.0,21.0,119.0,98.0,578.0,44.0,265.0
2019.0,10.0,20.0,6.0,0.0034873583,0.0113339145,0.030514386,0.0462075,0.61987793,0.2885789,1147.0,14.0,84.0,80.0,489.0,64.0,356.0
2016.0,11.0,29.0,1.0,0.010928961,0.024590164,0.032786883,0.07240437,0.318306,0.5409836,732.0,11.0,76.0,5.0,28.0,52.0,334.0
2017.0,3.0,30.0,3.0,0.0,0.5,0.33333334,0.16666667,0.0,0.0,6.0,14.0,81.0,20.0,98.0,72.0,419.0
2020.0,12.0,20.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.0,68.0,47.0,314.0,103.0,569.0
2022.0,3.0,13.0,6.0,0.0124223605,0.024844721,0.03726708,0.07453416,0.6086956,0.24223602,161.0,25.0,146.0,15.0,104.0,81.0,509.0
2009.0,10.0,16.0,4.0,0.16853933,0.2247191,0.23595506,0.2247191,0.123595506,0.02247191,89.0,12.0,68.0,99.0,543.0,107.0,612.0
2014.0,9.0,11.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,77.0,20.0,98.0,113.0,646.0
2016.0,11.0,8.0,1.0,0.11111111,0.44444445,0.11111111,0.11111111,0.22222222,0.0,9.0,18.0,96.0,118.0,687.0,56.0,314.0
2011.0,8.0,16.0,1.0,0.0,0.2857143,0.14285715,0.2857143,0.2857143,0.0,7.0,9.0,47.0,21.0,127.0,69.0,393.0
2016.0,9.0,13.0,1.0,0.16666667,0.5,0.33333334,0.0,0.0,0.0,6.0,18.0,135.0,15.0,87.0,82.0,507.0
2011.0,11.0,15.0,1.0,0.25,0.25,0.0,0.0,0.5,0.0,4.0,15.0,96.0,8.0,47.0,97.0,569.0
2013.0,4.0,21.0,6.0,0.0,0.33333334,0.6666667,0.0,0.0,0.0,3.0,34.0,187.0,31.0,187.0,125.0,706.0
2011.0,4.0,9.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,18.0,101.0,11.0,82.0,77.0,443.0
2022.0,9.0,5.0,0.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,13.0,84.0,8.0,51.0,56.0,297.0
2020.0,6.0,9.0,1.0,0.08,0.32,0.16,0.2,0.2,0.04,25.0,12.0,87.0,39.0,242.0,99.0,590.0
2021.0,4.0,7.0,2.0,0.09328358,0.23880596,0.24253732,0.19402985,0.20522387,0.026119404,268.0,28.0,154.0,98.0,578.0,163.0,935.0
2011.0,2.0,1.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,2.0,34.0,215.0,11.0,68.0,132.0,769.0
2021.0,3.0,8.0,0.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,9.0,57.0,8.0,51.0,56.0,317.0
2010.0,11.0,2.0,1.0,0.22857143,0.17142858,0.2,0.17142858,0.14285715,0.08571429,35.0,14.0,76.0,110.0,654.0,47.0,254.0
2008.0,1.0,16.0,2.0,0.1509434,0.13207547,0.18867925,0.16981132,0.2264151,0.13207547,53.0,17.0,99.0,81.0,459.0,79.0,446.0
2020.0,7.0,17.0,4.0,0.0034873583,0.0113339145,0.030514386,0.0462075,0.61987793,0.2885789,1147.0,7.0,44.0,80.0,489.0,39.0,220.0
2019.0,7.0,9.0,1.0,0.2,0.35,0.2,0.2,0.0,0.05,20.0,15.0,86.0,99.0,581.0,60.0,339.0
2021.0,4.0,6.0,1.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,18.0,108.0,8.0,51.0,66.0,378.0
2019.0,1.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,32.0,167.0,7.0,56.0,83.0,485.0
2019.0,11.0,3.0,6.0,0.0034873583,0.0113339145,0.030514386,0.0462075,0.61987793,0.2885789,1147.0,11.0,58.0,80.0,489.0,40.0,203.0
2016.0,7.0,13.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,30.0,180.0,20.0,133.0,132.0,811.0
2023.0,2.0,7.0,1.0,0.0,0.2,0.1,0.3,0.3,0.1,10.0,15.0,78.0,35.0,221.0,155.0,922.0
2012.0,4.0,25.0,2.0,0.23809524,0.3809524,0.2857143,0.04761905,0.0,0.04761905,21.0,24.0,150.0,6.0,30.0,45.0,255.0
2022.0,1.0,14.0,4.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,16.0,104.0,8.0,51.0,69.0,392.0
2011.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,22.0,157.0,12.0,81.0,71.0,392.0
2012.0,7.0,31.0,1.0,0.20563847,0.27363184,0.27031508,0.11774461,0.11774461,0.014925373,603.0,17.0,94.0,92.0,520.0,173.0,1031.0
2014.0,10.0,12.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,19.0,115.0,16.0,78.0,85.0,488.0
2010.0,12.0,7.0,1.0,0.20563847,0.27363184,0.27031508,0.11774461,0.11774461,0.014925373,603.0,23.0,142.0,92.0,520.0,81.0,444.0
2010.0,10.0,14.0,3.0,0.25,0.28125,0.15625,0.140625,0.125,0.046875,64.0,18.0,113.0,32.0,178.0,58.0,332.0
2012.0,10.0,2.0,1.0,0.06666667,0.0,0.26666668,0.33333334,0.33333334,0.0,15.0,18.0,96.0,11.0,83.0,114.0,660.0
2022.0,5.0,17.0,1.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,11.0,74.0,8.0,51.0,56.0,337.0
2020.0,3.0,1.0,6.0,0.0034873583,0.0113339145,0.030514386,0.0462075,0.61987793,0.2885789,1147.0,15.0,90.0,80.0,489.0,96.0,560.0
2017.0,9.0,24.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,16.0,101.0,24.0,145.0,93.0,562.0
2019.0,7.0,10.0,2.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,17.0,115.0,8.0,51.0,80.0,469.0
2010.0,4.0,7.0,2.0,0.18421052,0.21052632,0.31578946,0.23684211,0.05263158,0.0,38.0,14.0,98.0,10.0,75.0,90.0,546.0
2008.0,7.0,15.0,1.0,0.20108695,0.20108695,0.16847827,0.17391305,0.21195652,0.04347826,184.0,16.0,96.0,85.0,410.0,108.0,579.0
2012.0,2.0,24.0,4.0,0.42857143,0.14285715,0.2857143,0.0,0.14285715,0.0,7.0,14.0,114.0,12.0,69.0,91.0,548.0
2012.0,5.0,16.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,9.0,49.0,39.0,235.0,23.0,127.0
2011.0,8.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,19.0,108.0,22.0,135.0,71.0,405.0
2011.0,8.0,30.0,1.0,0.09328358,0.23880596,0.24253732,0.19402985,0.20522387,0.026119404,268.0,12.0,70.0,98.0,578.0,68.0,406.0
2015.0,1.0,20.0,1.0,0.20563847,0.27363184,0.27031508,0.11774461,0.11774461,0.014925373,603.0,16.0,105.0,92.0,520.0,139.0,863.0
2012.0,11.0,8.0,3.0,0.16666667,0.33333334,0.25,0.083333336,0.083333336,0.083333336,12.0,17.0,82.0,11.0,68.0,88.0,504.0
